3.495,1.1083,1.1984,3.4312,0.9863,0.982,A to Grd
3.487,1.1241,1.1653,3.1464,0.9834,0.9881,A to Grd
3.27,1.1328,1.1849,3.3658,0.9875,0.9875,A to Grd
3.364,1.1566,1.1806,3.4466,0.9857,0.9809,A to Grd
3.391,1.1769,1.12,3.4759,0.9773,0.9806,A to Grd
3.008,1.1034,1.1489,3.19,0.9855,0.9835,A to Grd
3.092,1.118,1.1975,3.4716,0.9847,0.9867,A to Grd
3.383,1.1151,1.173,3.2738,0.9833,0.9797,A to Grd
3.447,1.1743,1.1209,3.3119,0.9816,0.98,A to Grd
3.024,1.1302,1.1094,3.193,0.9874,0.9793,A to Grd
3.398,1.1011,1.1859,3.395,0.9775,0.9837,A to Grd
3.224,1.1649,1.1129,3.3024,0.9887,0.9793,A to Grd
3.388,1.1239,1.1783,3.423,0.9841,0.978,A to Grd
3.368,1.179,1.1813,3.1401,0.9841,0.9835,A to Grd
3.033,1.1902,1.1363,3.4922,0.9857,0.9889,A to Grd
3.269,1.1186,1.1222,3.1966,0.9816,0.9893,A to Grd
3.473,1.1093,1.1679,3.3161,0.9852,0.9833,A to Grd
3.026,1.1544,1.1258,3.4715,0.9773,0.9857,A to Grd
3.087,1.1292,1.1388,3.2034,0.9844,0.985,A to Grd
3.257,1.1013,1.1382,3.3516,0.9857,0.9896,A to Grd
3.4,1.1103,1.1096,3.1982,0.9831,0.9801,A to Grd
3.367,1.1313,1.1195,3.3517,0.9865,0.9849,A to Grd
3.432,1.1305,1.1198,3.4786,0.9771,0.9854,A to Grd
3.154,1.1132,1.1551,3.4948,0.9812,0.9854,A to Grd
3.414,1.1373,1.1412,3.4872,0.9807,0.9813,A to Grd
3.32,1.1674,1.1712,3.45,0.9849,0.9895,A to Grd
3.204,1.1178,1.1149,3.1393,0.9845,0.9822,A to Grd
3.453,1.1325,1.153,3.2615,0.9844,0.9818,A to Grd
3.122,1.1089,1.1157,3.1794,0.9867,0.9796,A to Grd
3.123,1.1558,1.1841,3.4704,0.9883,0.9777,A to Grd
3.475,1.1733,1.1491,3.2911,0.9878,0.9777,A to Grd
3.407,1.1799,1.1634,3.482,0.9868,0.9862,A to Grd
3.071,1.1759,1.1568,3.3312,0.9846,0.9852,A to Grd
3.216,1.1937,1.1052,3.2779,0.9845,0.9886,A to Grd
3.013,1.1764,1.1759,3.2184,0.9822,0.9832,A to Grd
3.371,1.1724,1.1204,3.1152,0.9812,0.9849,A to Grd
3.18,1.1133,1.1886,3.3892,0.9829,0.9809,A to Grd
3.413,1.1089,1.1765,3.1354,0.9854,0.9894,A to Grd
3.344,1.1994,1.1505,3.4686,0.9838,0.9816,A to Grd
3.117,1.1232,1.1718,3.3581,0.9899,0.9884,A to Grd
3.054,1.1051,1.1367,3.2086,0.9888,0.9791,A to Grd
3.423,1.1391,1.114,3.3034,0.9783,0.9878,A to Grd
3.413,1.1147,1.146,3.3665,0.9882,0.9794,A to Grd
3.042,1.18,1.144,3.1718,0.9848,0.9889,A to Grd
3.458,1.1114,1.1934,3.3225,0.9877,0.9874,A to Grd
3.219,1.1005,1.1396,3.317,0.9848,0.9783,A to Grd
3.248,1.1414,1.1828,3.2537,0.9801,0.9843,A to Grd
3.034,1.1074,1.1838,3.4448,0.9802,0.9792,A to Grd
3.277,1.1023,1.1273,3.3547,0.9865,0.9833,A to Grd
3.409,1.1287,1.1622,3.2054,0.9815,0.9858,A to Grd
3.292,1.1925,1.1494,3.4392,0.9862,0.9874,A to Grd
3.189,1.1738,1.1924,3.4762,0.98,0.9899,A to Grd
3.41,1.1383,1.1566,3.1908,0.9891,0.9875,A to Grd
3.137,1.1317,1.1026,3.4336,0.9798,0.9884,A to Grd
3.06,1.157,1.1348,3.3292,0.9773,0.9771,A to Grd
3.371,1.1305,1.1649,3.4172,0.9822,0.9841,A to Grd
3.2,1.1075,1.1895,3.4388,0.9877,0.9779,A to Grd
3.042,1.1358,1.1335,3.1816,0.9863,0.9776,A to Grd
3.433,1.1066,1.1446,3.4969,0.9791,0.9888,A to Grd
3.141,1.1222,1.1061,3.2505,0.9881,0.9778,A to Grd
3.494,1.1828,1.1679,3.1288,0.9841,0.9819,A to Grd
3.298,1.1182,1.1455,3.4156,0.9877,0.9875,A to Grd
3.235,1.1957,1.1298,3.4594,0.9785,0.9899,A to Grd
3.091,1.1224,1.126,3.3215,0.9836,0.9891,A to Grd
3.066,1.1391,1.1684,3.4821,0.984,0.9798,A to Grd
3.254,1.1775,1.1805,3.3206,0.9807,0.9859,A to Grd
3.148,1.1786,1.1814,3.3631,0.9852,0.9812,A to Grd
3.22,1.1472,1.1154,3.1764,0.9858,0.986,A to Grd
3.207,1.1377,1.1371,3.1722,0.9862,0.9869,A to Grd
3.187,1.1418,1.1103,3.3627,0.989,0.9808,A to Grd
3.369,1.1006,1.1921,3.4983,0.9855,0.9797,A to Grd
3.346,1.1218,1.1493,3.4602,0.983,0.9897,A to Grd
3.263,1.105,1.1728,3.4992,0.9813,0.985,A to Grd
3.431,1.1646,1.1901,3.3113,0.977,0.9835,A to Grd
3.272,1.1316,1.1807,3.3158,0.9828,0.977,A to Grd
3.499,1.1299,1.1855,3.3851,0.98,0.9795,A to Grd
3.034,1.166,1.1596,3.19,0.9832,0.9841,A to Grd
3.286,1.1237,1.1936,3.4744,0.989,0.9881,A to Grd
3.099,1.174,1.1658,3.2614,0.9779,0.9807,A to Grd
3.077,1.1299,1.185,3.3516,0.9786,0.9812,A to Grd
3.194,1.174,1.1101,3.4794,0.9887,0.9801,A to Grd
3.478,1.1461,1.1565,3.236,0.9776,0.9775,A to Grd
3.069,1.1463,1.157,3.4761,0.985,0.9885,A to Grd
3.132,1.1203,1.1266,3.3517,0.9829,0.9805,A to Grd
3.01,1.1934,1.1971,3.365,0.983,0.989,A to Grd
3.42,1.1395,1.1928,3.3864,0.9836,0.9857,A to Grd
3.377,1.1912,1.1798,3.15,0.9881,0.9887,A to Grd
3.344,1.1431,1.1007,3.2629,0.9874,0.9829,A to Grd
3.308,1.1908,1.1357,3.1685,0.986,0.9855,A to Grd
3.052,1.1185,1.1025,3.1227,0.9817,0.9864,A to Grd
3.362,1.1236,1.1625,3.418,0.9876,0.9773,A to Grd
3.152,1.1108,1.1464,3.4856,0.9784,0.9823,A to Grd
3.172,1.115,1.1097,3.3872,0.9871,0.983,A to Grd
3.194,1.1752,1.1915,3.1763,0.9787,0.9806,A to Grd
3.302,1.1641,1.1351,3.3955,0.9832,0.9824,A to Grd
3.454,1.1201,1.161,3.4132,0.9789,0.982,A to Grd
3.086,1.1642,1.133,3.1478,0.986,0.9805,A to Grd
3.149,1.1908,1.1184,3.1977,0.9789,0.9847,A to Grd
3.279,1.1609,1.1046,3.3714,0.9895,0.9881,A to Grd
3.073,1.1216,1.1632,3.3454,0.9843,0.9893,A to Grd
3.104,1.1044,1.1704,3.2536,0.9852,0.9799,A to Grd
3.274,1.1246,1.1784,3.1553,0.9786,0.9857,A to Grd
3.445,1.1519,1.1206,3.3622,0.9854,0.9851,A to Grd
3.222,1.1164,1.1761,3.4552,0.9836,0.986,A to Grd
3.03,1.1549,1.182,3.2976,0.9848,0.9825,A to Grd
3.112,1.1323,1.1648,3.3321,0.9895,0.9807,A to Grd
3.456,1.1439,1.1594,3.2654,0.9828,0.9887,A to Grd
3.204,1.1187,1.199,3.1581,0.9835,0.9783,A to Grd
3.237,1.1591,1.1489,3.4224,0.9862,0.977,A to Grd
3.118,1.1129,1.1507,3.3465,0.9857,0.9824,A to Grd
3.407,1.1584,1.1397,3.4611,0.9782,0.9822,A to Grd
3.2,1.1773,1.1385,3.4226,0.9844,0.9869,A to Grd
3.106,1.1029,1.1701,3.1718,0.9869,0.9818,A to Grd
3.359,1.1265,1.1837,3.1699,0.9866,0.9802,A to Grd
3.222,1.1388,1.1623,3.3653,0.9841,0.9774,A to Grd
3.019,1.1809,1.1832,3.4613,0.9778,0.9778,A to Grd
3.276,1.135,1.1511,3.4905,0.9898,0.9884,A to Grd
3.371,1.1564,1.1595,3.4818,0.9845,0.981,A to Grd
3.145,1.1637,1.1654,3.2259,0.9867,0.9785,A to Grd
3.235,1.1725,1.1521,3.1088,0.9863,0.9785,A to Grd
3.43,1.1793,1.1663,3.2971,0.9873,0.9808,A to Grd
3.096,1.1346,1.1205,3.331,0.9875,0.9878,A to Grd
3.1,1.1008,1.1429,3.1105,0.9863,0.9794,A to Grd
3.463,1.195,1.1852,3.4357,0.9808,0.9796,A to Grd
3.299,1.1649,1.1105,3.2312,0.9848,0.9856,A to Grd
3.155,1.1076,1.1045,3.1173,0.983,0.9837,A to Grd
3.358,1.1748,1.1417,3.3586,0.9892,0.9807,A to Grd
3.044,1.185,1.1012,3.4114,0.9819,0.9802,A to Grd
3.017,1.1977,1.1707,3.1604,0.9824,0.9808,A to Grd
3.181,1.1472,1.1222,3.1011,0.9847,0.9843,A to Grd
3.474,1.1666,1.1775,3.1471,0.9861,0.9792,A to Grd
3.473,1.1988,1.195,3.2926,0.9781,0.9897,A to Grd
3.351,1.1159,1.1147,3.4608,0.9793,0.9864,A to Grd
3.115,1.198,1.195,3.2553,0.977,0.986,A to Grd
3.278,1.1782,1.1961,3.2525,0.9875,0.9847,A to Grd
3.425,1.1879,1.1649,3.404,0.9828,0.9823,A to Grd
3.244,1.1172,1.1739,3.4356,0.9776,0.9847,A to Grd
3.03,1.1488,1.1661,3.4295,0.9888,0.9828,A to Grd
3.171,1.1395,1.1639,3.2505,0.9884,0.9881,A to Grd
3.164,1.1192,1.1885,3.4317,0.9777,0.9859,A to Grd
3.098,1.1728,1.1141,3.2708,0.9827,0.9809,A to Grd
3.264,1.1071,1.1204,3.2949,0.9793,0.9799,A to Grd
3.103,1.1977,1.1742,3.3821,0.9817,0.9837,A to Grd
3.146,1.1623,1.1885,3.1905,0.9824,0.9796,A to Grd
3.088,1.1473,1.1432,3.3374,0.9803,0.9861,A to Grd
3.101,1.1924,1.1471,3.1508,0.9862,0.9848,A to Grd
3.131,1.1529,1.146,3.2443,0.9788,0.9894,A to Grd
3.232,1.1948,1.1542,3.4467,0.9881,0.9885,A to Grd
3.009,1.1644,1.1202,3.4776,0.9771,0.9818,A to Grd
3.128,1.1784,1.1516,3.1729,0.9861,0.9829,A to Grd
3.006,1.1342,1.1042,3.2528,0.9841,0.9777,A to Grd
3.226,1.1629,1.1335,3.2525,0.9899,0.9882,A to Grd
3.123,1.1345,1.17,3.1398,0.9772,0.9784,A to Grd
3.445,1.1034,1.1579,3.1345,0.9873,0.9827,A to Grd
3.021,1.1093,1.113,3.4994,0.977,0.98,A to Grd
3.2,1.1917,1.1607,3.3088,0.9891,0.9836,A to Grd
3.377,1.161,1.1993,3.16,0.9897,0.9837,A to Grd
3.293,1.198,1.1541,3.1812,0.9788,0.9885,A to Grd
3.425,1.1196,1.1776,3.4672,0.9838,0.98,A to Grd
3.47,1.1773,1.1026,3.409,0.9888,0.9856,A to Grd
3.234,1.1771,1.1368,3.1423,0.9838,0.9866,A to Grd
3.03,1.1434,1.1477,3.2516,0.9776,0.9889,A to Grd
3.014,1.1285,1.1722,3.1927,0.9788,0.9862,A to Grd
3.296,1.1062,1.1045,3.3315,0.987,0.9779,A to Grd
3.145,1.1338,1.199,3.3679,0.9838,0.9841,A to Grd
3.348,1.1501,1.1546,3.295,0.9818,0.9838,A to Grd
3.366,1.1674,1.1936,3.3737,0.9896,0.9833,A to Grd
3.099,1.1619,1.1789,3.3994,0.9868,0.9891,A to Grd
3.223,1.1934,1.1205,3.4332,0.9857,0.9843,A to Grd
3.413,1.1091,1.126,3.4822,0.9884,0.9867,A to Grd
3.126,1.1705,1.1004,3.1207,0.9822,0.9816,A to Grd
3.287,1.1097,1.1485,3.1114,0.9793,0.9889,A to Grd
3.417,1.1586,1.1305,3.4297,0.9836,0.9872,A to Grd
3.063,1.1135,1.1571,3.4797,0.9821,0.9873,A to Grd
3.33,1.1248,1.1923,3.2711,0.9885,0.9775,A to Grd
3.443,1.1881,1.1614,3.1898,0.9868,0.9812,A to Grd
3.196,1.1498,1.1142,3.3971,0.9883,0.9833,A to Grd
3.389,1.1238,1.154,3.3486,0.9781,0.9868,A to Grd
3.457,1.1569,1.1147,3.3085,0.9872,0.9815,A to Grd
3.161,1.1492,1.1909,3.3943,0.9883,0.9883,A to Grd
3.351,1.1523,1.1196,3.2657,0.9892,0.9782,A to Grd
3.446,1.1006,1.1124,3.1571,0.9838,0.9876,A to Grd
3.487,1.1469,1.1276,3.2756,0.9839,0.9774,A to Grd
3.46,1.1837,1.1377,3.3163,0.9856,0.9847,A to Grd
3.077,1.1325,1.1188,3.1092,0.9843,0.989,A to Grd
3.187,1.1208,1.1379,3.4067,0.9818,0.9851,A to Grd
3.315,1.1556,1.1113,3.4964,0.9804,0.9838,A to Grd
3.488,1.1969,1.1786,3.4792,0.9873,0.9791,A to Grd
3.257,1.1524,1.1456,3.401,0.977,0.9808,A to Grd
3.349,1.1917,1.1203,3.3166,0.9857,0.9899,A to Grd
3.429,1.1762,1.1228,3.4077,0.9803,0.9854,A to Grd
3.306,1.1072,1.1892,3.3932,0.9835,0.9774,A to Grd
3.457,1.1929,1.1631,3.3142,0.9846,0.9861,A to Grd
3.412,1.1243,1.1143,3.3389,0.9806,0.984,A to Grd
3.309,1.1409,1.1381,3.4377,0.9798,0.9804,A to Grd
3.146,1.1123,1.1307,3.2221,0.9884,0.9799,A to Grd
3.232,1.1276,1.1264,3.2184,0.9829,0.9822,A to Grd
3.263,1.1008,1.1333,3.4469,0.9801,0.9787,A to Grd
3.179,1.1532,1.1836,3.3389,0.9827,0.9894,A to Grd
3.108,1.1583,1.1901,3.2685,0.9868,0.9898,A to Grd